Col1,Col2
-2.27636,11.7407
-2.27567,11.8591
-2.27498,11.9578
-2.27429,12.0311
-2.2736,12.0732
-2.27292,12.0777
-2.27223,12.0384
-2.27154,11.9491
-2.27085,11.8044
-2.27016,11.5993
-2.26947,11.33
-2.26878,10.9938
-2.26809,10.5895
-2.2674,10.1177
-2.26671,9.58052
-2.26603,8.98223
-2.26534,8.32893
-2.26465,7.62865
-2.26396,6.8913
-2.26327,6.12848
-2.26258,5.35337
-2.26189,4.58032
-2.2612,3.82473
-2.26051,3.10259
-2.25983,2.43007
-2.25914,1.82323
-2.25845,1.29747
-2.25776,0.867245
-2.25707,0.54547
-2.25638,0.343347
-2.25569,0.269867
-2.255,0.331525
-2.25431,0.532143
-2.25362,0.872598
-2.25294,1.35081
-2.25225,1.96163
-2.25156,2.69691
-2.25087,3.54566
-2.25018,4.49422
-2.24949,5.52651
-2.2488,6.62444
-2.24811,7.76826
-2.24742,8.93702
-2.24674,10.109
-2.24605,11.2624
-2.24536,12.3756
-2.24467,13.4277
-2.24398,14.3994
-2.24329,15.2727
-2.2426,16.0323
-2.24191,16.6648
-2.24122,17.1602
-2.24053,17.5111
-2.23985,17.7136
-2.23916,17.7666
-2.23847,17.6727
-2.23778,17.4371
-2.23709,17.0683
-2.2364,16.5772
-2.23571,15.9772
-2.23502,15.2835
-2.23433,14.5129
-2.23365,13.6833
-2.23296,12.8131
-2.23227,11.9209
-2.23158,11.0249
-2.23089,10.1426
-2.2302,9.29032
-2.22951,8.48258
-2.22882,7.73225
-2.22813,7.04989
-2.22744,6.4438
-2.22676,5.91981
-2.22607,5.48125
-2.22538,5.129
-2.22469,4.86153
-2.224,4.67519
-2.22331,4.56433
-2.22262,4.52157
-2.22193,4.53821
-2.22124,4.60453
-2.22055,4.71013
-2.21987,4.84439
-2.21918,4.99672
-2.21849,5.15708
-2.2178,5.31617
-2.21711,5.46583
-2.21642,5.59921
-2.21573,5.71098
-2.21504,5.79759
-2.21435,5.85715
-2.21367,5.88968
-2.21298,5.8968
-2.21229,5.88186
-2.2116,5.84968
-2.21091,5.80634
-2.21022,5.75889
-2.20953,5.71518
-2.20884,5.68345
-2.20815,5.67202
-2.20746,5.68899
-2.20678,5.74188
-2.20609,5.8374
-2.2054,5.98109
-2.20471,6.17712
-2.20402,6.42816
-2.20333,6.73508
-2.20264,7.09701
-2.20195,7.51132
-2.20126,7.9735
-2.20058,8.47741
-2.19989,9.01536
-2.1992,9.57831
-2.19851,10.1561
-2.19782,10.7379
-2.19713,11.3122
-2.19644,11.8675
-2.19575,12.3923
-2.19506,12.8759
-2.19437,13.3083
-2.19369,13.6808
-2.193,13.9861
-2.19231,14.2186
-2.19162,14.3747
-2.19093,14.4528
-2.19024,14.4533
-2.18955,14.379
-2.18886,14.2346
-2.18817,14.0267
-2.18749,13.764
-2.1868,13.4563
-2.18611,13.1152
-2.18542,12.7528
-2.18473,12.3821
-2.18404,12.0162
-2.18335,11.6679
-2.18266,11.3496
-2.18197,11.0728
-2.18128,10.8473
-2.1806,10.6817
-2.17991,10.5825
-2.17922,10.5538
-2.17853,10.5976
-2.17784,10.7136
-2.17715,10.8987
-2.17646,11.1475
-2.17577,11.4523
-2.17508,11.8032
-2.1744,12.1885
-2.17371,12.5947
-2.17302,13.0072
-2.17233,13.4106
-2.17164,13.789
-2.17095,14.1265
-2.17026,14.4077
-2.16957,14.6183
-2.16888,14.7451
-2.16819,14.777
-2.16751,14.7046
-2.16682,14.5212
-2.16613,14.2228
-2.16544,13.808
-2.16475,13.2785
-2.16406,12.639
-2.16337,11.8966
-2.16268,11.0617
-2.16199,10.1468
-2.1613,9.16662
-2.16062,8.13792
-2.15993,7.07874
-2.15924,6.0081
-2.15855,4.94553
-2.15786,3.91059
-2.15717,2.92236
-2.15648,1.99886
-2.15579,1.15683
-2.1551,0.411056
-2.15442,-0.22584
-2.15373,-0.743776
-2.15304,-1.13542
-2.15235,-1.39636
-2.15166,-1.52513
-2.15097,-1.52331
-2.15028,-1.39535
-2.14959,-1.14843
-2.1489,-0.792289
-2.14821,-0.338775
-2.14753,0.198392
-2.14684,0.804069
-2.14615,1.46216
-2.14546,2.15603
-2.14477,2.86902
-2.14408,3.58485
-2.14339,4.28818
-2.1427,4.96487
-2.14201,5.6024
-2.14133,6.19019
-2.14064,6.71989
-2.13995,7.18538
-2.13926,7.58301
-2.13857,7.91157
-2.13788,8.17216
-2.13719,8.36819
-2.1365,8.50501
-2.13581,8.58978
-2.13512,8.631
-2.13444,8.63832
-2.13375,8.62208
-2.13306,8.59282
-2.13237,8.56098
-2.13168,8.5366
-2.13099,8.52867
-2.1303,8.5451
-2.12961,8.59235
-2.12892,8.67514
-2.12824,8.79636
-2.12755,8.957
-2.12686,9.15616
-2.12617,9.39104
-2.12548,9.65716
-2.12479,9.94849
-2.1241,10.2578
-2.12341,10.5767
-2.12272,10.8965
-2.12203,11.2081
-2.12135,11.5024
-2.12066,11.771
-2.11997,12.0062
-2.11928,12.2017
-2.11859,12.3525
-2.1179,12.4551
-2.11721,12.5084
-2.11652,12.5127
-2.11583,12.4706
-2.11514,12.3866
-2.11446,12.267
-2.11377,12.1197
-2.11308,11.9539
-2.11239,11.7798
-2.1117,11.6084
-2.11101,11.4508
-2.11032,11.3179
-2.10963,11.2201
-2.10894,11.1666
-2.10826,11.1652
-2.10757,11.2221
-2.10688,11.3409
-2.10619,11.5232
-2.1055,11.7681
-2.10481,12.0716
-2.10412,12.4277
-2.10343,12.8272
-2.10274,13.2589
-2.10205,13.7096
-2.10137,14.164
-2.10068,14.6055
-2.09999,15.0169
-2.0993,15.3803
-2.09861,15.6782
-2.09792,15.8938
-2.09723,16.0115
-2.09654,16.0175
-2.09585,15.9006
-2.09517,15.652
-2.09448,15.2662
-2.09379,14.7411
-2.0931,14.078
-2.09241,13.2822
-2.09172,12.3622
-2.09103,11.3304
-2.09034,10.2022
-2.08965,8.99611
-2.08896,7.73301
-2.08828,6.43586
-2.08759,5.12908
-2.0869,3.83779
-2.08621,2.58741
-2.08552,1.4028
-2.08483,0.307602
-2.08414,-0.67624
-2.08345,-1.52921
-2.08276,-2.23463
-2.08208,-2.77924
-2.08139,-3.15344
-2.0807,-3.35158
-2.08001,-3.37209
-2.07932,-3.21756
-2.07863,-2.8946
-2.07794,-2.41367
-2.07725,-1.78877
-2.07656,-1.03704
-2.07587,-0.178375
-2.07519,0.765339
-2.0745,1.77061
-2.07381,2.81308
-2.07312,3.86821
-2.07243,4.91187
-2.07174,5.92098
-2.07105,6.87413
-2.07036,7.75211
-2.06967,8.53835
-2.06898,9.21937
-2.0683,9.78499
-2.06761,10.2285
-2.06692,10.5469
-2.06623,10.7406
-2.06554,10.8137
-2.06485,10.7733
-2.06416,10.6297
-2.06347,10.3954
-2.06278,10.0852
-2.0621,9.71561
-2.06141,9.30396
-2.06072,8.86826
-2.06003,8.42644
-2.05934,7.9959
-2.05865,7.59298
-2.05796,7.23253
-2.05727,6.9275
-2.05658,6.68862
-2.05589,6.52418
-2.05521,6.43984
-2.05452,6.4386
-2.05383,6.5207
-2.05314,6.68383
-2.05245,6.92326
-2.05176,7.23198
-2.05107,7.6011
-2.05038,8.02018
-2.04969,8.47751
-2.04901,8.96063
-2.04832,9.45664
-2.04763,9.95262
-2.04694,10.4361
-2.04625,10.8952
-2.04556,11.3192
-2.04487,11.6988
-2.04418,12.026
-2.04349,12.2946
-2.0428,12.5003
-2.04212,12.6404
-2.04143,12.7142
-2.04074,12.7226
-2.04005,12.6682
-2.03936,12.5549
-2.03867,12.3879
-2.03798,12.1733
-2.03729,11.9178
-2.0366,11.6288
-2.03592,11.3136
-2.03523,10.9795
-2.03454,10.6336
-2.03385,10.2822
-2.03316,9.93127
-2.03247,9.5855
-2.03178,9.24887
-2.03109,8.92428
-2.0304,8.61356
-2.02971,8.31753
-2.02903,8.03606
-2.02834,7.76807
-2.02765,7.51179
-2.02696,7.2648
-2.02627,7.0242
-2.02558,6.78681
-2.02489,6.54933
-2.0242,6.30852
-2.02351,6.06129
-2.02283,5.80499
-2.02214,5.53738
-2.02145,5.25687
-2.02076,4.96251
-2.02007,4.65413
-2.01938,4.33226
-2.01869,3.99834
-2.018,3.6544
-2.01731,3.30329
-2.01662,2.94848
-2.01594,2.59403
-2.01525,2.24448
-2.01456,1.90474
-2.01387,1.57999
-2.01318,1.27557
-2.01249,0.99685
-2.0118,0.749152
-2.01111,0.537651
-2.01042,0.367189
-2.00973,0.242314
-2.00905,0.167127
-2.00836,0.14519
-2.00767,0.179531
-2.00698,0.272589
-2.00629,0.426048
-2.0056,0.640997
-2.00491,0.917723
-2.00422,1.25579
-2.00353,1.65401
-2.00285,2.11034
-2.00216,2.62205
-2.00147,3.1855
-2.00078,3.79633
-2.00009,4.44937
-1.9994,5.13869
-1.99871,5.85762
-1.99802,6.59877
-1.99733,7.35418
-1.99664,8.11526
-1.99596,8.87296
-1.99527,9.61784
-1.99458,10.3403
-1.99389,11.0305
-1.9932,11.6787
-1.99251,12.2755
-1.99182,12.8118
-1.99113,13.2792
-1.99044,13.67
-1.98976,13.9776
-1.98907,14.1968
-1.98838,14.3234
-1.98769,14.3553
-1.987,14.2916
-1.98631,14.1338
-1.98562,13.8847
-1.98493,13.5495
-1.98424,13.1353
-1.98355,12.6509
-1.98287,12.107
-1.98218,11.5159
-1.98149,10.8914
-1.9808,10.2482
-1.98011,9.60202
-1.97942,8.96917
-1.97873,8.36601
-1.97804,7.80864
-1.97735,7.3126
-1.97667,6.89242
-1.97598,6.56113
-1.97529,6.33013
-1.9746,6.20866
-1.97391,6.20363
-1.97322,6.31932
-1.97253,6.55731
-1.97184,6.9163
-1.97115,7.39213
-1.97046,7.97783
-1.96978,8.66372
-1.96909,9.43765
-1.9684,10.2852
-1.96771,11.1903
-1.96702,12.1349
-1.96633,13.1005
-1.96564,14.0675
-1.96495,15.0166
-1.96426,15.9284
-1.96357,16.7848
-1.96289,17.5687
-1.9622,18.2649
-1.96151,18.8602
-1.96082,19.3438
-1.96013,19.7076
-1.95944,19.9461
-1.95875,20.0568
-1.95806,20.0401
-1.95737,19.899
-1.95669,19.6393
-1.956,19.2689
-1.95531,18.7981
-1.95462,18.2385
-1.95393,17.6034
-1.95324,16.9065
-1.95255,16.1625
-1.95186,15.3855
-1.95117,14.5897
-1.95048,13.788
-1.9498,12.9923
-1.94911,12.2133
-1.94842,11.4595
-1.94773,10.738
-1.94704,10.0536
-1.94635,9.40938
-1.94566,8.80648
-1.94497,8.24434
-1.94428,7.72085
-1.9436,7.23268
-1.94291,6.7756
-1.94222,6.34481
-1.94153,5.93522
-1.94084,5.542
-1.94015,5.1608
-1.93946,4.78808
-1.93877,4.42153
-1.93808,4.06015
-1.93739,3.7045
-1.93671,3.35686
-1.93602,3.02112
-1.93533,2.7028
-1.93464,2.40896
-1.93395,2.14787
-1.93326,1.92885
-1.93257,1.76183
-1.93188,1.65698
-1.93119,1.62435
-1.93051,1.67331
-1.92982,1.81221
-1.92913,2.04782
-1.92844,2.38505
-1.92775,2.82649
-1.92706,3.3722
-1.92637,4.01942
-1.92568,4.76243
-1.92499,5.59262
-1.9243,6.49843
-1.92362,7.46554
-1.92293,8.47722
-1.92224,9.51453
-1.92155,10.5569
-1.92086,11.5826
-1.92017,12.5693
-1.91948,13.4947
-1.91879,14.3371
-1.9181,15.0761
-1.91742,15.6933
-1.91673,16.1728
-1.91604,16.5015
-1.91535,16.6702
-1.91466,16.6731
-1.91397,16.5087
-1.91328,16.1799
-1.91259,15.6934
-1.9119,15.0604
-1.91121,14.296
-1.91053,13.4188
-1.90984,12.4505
-1.90915,11.4154
-1.90846,10.3399
-1.90777,9.25145
-1.90708,8.17819
-1.90639,7.14799
-1.9057,6.18778
-1.90501,5.32281
-1.90432,4.57594
-1.90364,3.96705
-1.90295,3.51253
-1.90226,3.22484
-1.90157,3.11217
-1.90088,3.17826
-1.90019,3.42234
-1.8995,3.83914
-1.89881,4.41918
-1.89812,5.14889
-1.89744,6.01126
-1.89675,6.9861
-1.89606,8.0508
-1.89537,9.18089
-1.89468,10.3507
-1.89399,11.5342
-1.8933,12.7055
-1.89261,13.8397
-1.89192,14.9136
-1.89123,15.9058
-1.89055,16.7979
-1.88986,17.5744
-1.88917,18.2231
-1.88848,18.7357
-1.88779,19.1073
-1.8871,19.3366
-1.88641,19.4263
-1.88572,19.3822
-1.88503,19.2129
-1.88435,18.9303
-1.88366,18.5479
-1.88297,18.0815
-1.88228,17.5479
-1.88159,16.9647
-1.8809,16.3497
-1.88021,15.7204
-1.87952,15.0936
-1.87883,14.485
-1.87814,13.9087
-1.87746,13.3771
-1.87677,12.9006
-1.87608,12.4873
-1.87539,12.1433
-1.8747,11.8723
-1.87401,11.676
-1.87332,11.5542
-1.87263,11.5046
-1.87194,11.5236
-1.87126,11.6061
-1.87057,11.7461
-1.86988,11.9367
-1.86919,12.1705
-1.8685,12.4401
-1.86781,12.7378
-1.86712,13.0562
-1.86643,13.3885
-1.86574,13.7282
-1.86505,14.0694
-1.86437,14.4068
-1.86368,14.736
-1.86299,15.053
-1.8623,15.3543
-1.86161,15.6372
-1.86092,15.8991
-1.86023,16.1377
-1.85954,16.3512
-1.85885,16.5376
-1.85816,16.6949
-1.85748,16.8214
-1.85679,16.9151
-1.8561,16.9741
-1.85541,16.9962
-1.85472,16.9797
-1.85403,16.9227
-1.85334,16.8237
-1.85265,16.6814
-1.85196,16.4953
-1.85128,16.2654
-1.85059,15.9925
-1.8499,15.6783
-1.84921,15.3256
-1.84852,14.9382
-1.84783,14.5211
-1.84714,14.0803
-1.84645,13.6231
-1.84576,13.1575
-1.84507,12.6925
-1.84439,12.2376
-1.8437,11.8027
-1.84301,11.398
-1.84232,11.0333
-1.84163,10.7181
-1.84094,10.461
-1.84025,10.2697
-1.83956,10.1503
-1.83887,10.1074
-1.83819,10.1436
-1.8375,10.2597
-1.83681,10.4542
-1.83612,10.7234
-1.83543,11.0616
-1.83474,11.4609
-1.83405,11.9117
-1.83336,12.4027
-1.83267,12.9211
-1.83198,13.4533
-1.8313,13.9853
-1.83061,14.5025
-1.82992,14.991
-1.82923,15.4376
-1.82854,15.8302
-1.82785,16.1584
-1.82716,16.4136
-1.82647,16.5896
-1.82578,16.6827
-1.8251,16.6919
-1.82441,16.6187
-1.82372,16.4674
-1.82303,16.245
-1.82234,15.9607
-1.82165,15.6256
-1.82096,15.2527
-1.82027,14.8563
-1.81958,14.4512
-1.81889,14.0525
-1.81821,13.675
-1.81752,13.3328
-1.81683,13.0382
-1.81614,12.8021
-1.81545,12.6327
-1.81476,12.5359
-1.81407,12.5145
-1.81338,12.5683
-1.81269,12.6938
-1.81201,12.8849
-1.81132,13.1319
-1.81063,13.423
-1.80994,13.7439
-1.80925,14.0785
-1.80856,14.4092
-1.80787,14.7179
-1.80718,14.9865
-1.80649,15.1971
-1.8058,15.3332
-1.80512,15.3801
-1.80443,15.3253
-1.80374,15.1594
-1.80305,14.876
-1.80236,14.4724
-1.80167,13.9498
-1.80098,13.313
-1.80029,12.5708
-1.7996,11.7356
-1.79891,10.8231
-1.79823,9.85188
-1.79754,8.84315
-1.79685,7.81975
-1.79616,6.8058
-1.79547,5.82583
-1.79478,4.90415
-1.79409,4.06401
-1.7934,3.327
-1.79271,2.71232
-1.79203,2.23618
-1.79134,1.91138
-1.79065,1.74683
-1.78996,1.74728
-1.78927,1.91323
-1.78858,2.24082
-1.78789,2.72203
-1.7872,3.34487
-1.78651,4.09378
-1.78582,4.95009
-1.78514,5.89263
-1.78445,6.89829
-1.78376,7.94282
-1.78307,9.00153
-1.78238,10.05
-1.78169,11.0649
-1.781,12.0246
-1.78031,12.9096
-1.77962,13.7035
-1.77894,14.3932
-1.77825,14.9691
-1.77756,15.4254
-1.77687,15.7604
-1.77618,15.9762
-1.77549,16.0783
-1.7748,16.0758
-1.77411,15.9809
-1.77342,15.8078
-1.77273,15.5731
-1.77205,15.2942
-1.77136,14.9894
-1.77067,14.6768
-1.76998,14.3738
-1.76929,14.0963
-1.7686,13.8587
-1.76791,13.6725
-1.76722,13.5469
-1.76653,13.4878
-1.76585,13.4979
-1.76516,13.5768
-1.76447,13.7207
-1.76378,13.9228
-1.76309,14.1739
-1.7624,14.4621
-1.76171,14.7737
-1.76102,15.094
-1.76033,15.4071
-1.75964,15.6972
-1.75896,15.949
-1.75827,16.148
-1.75758,16.2815
-1.75689,16.3387
-1.7562,16.3114
-1.75551,16.1938
-1.75482,15.9836
-1.75413,15.6812
-1.75344,15.2902
-1.75275,14.8171
-1.75207,14.2712
-1.75138,13.6642
-1.75069,13.0098
-1.75,12.3232
-1.74931,11.6208
-1.74862,10.9193
-1.74793,10.2353
-1.74724,9.5849
-1.74655,8.98282
-1.74587,8.44219
-1.74518,7.97401
-1.74449,7.5868
-1.7438,7.28635
-1.74311,7.07558
-1.74242,6.95442
-1.74173,6.9199
-1.74104,6.96626
-1.74035,7.08523
-1.73966,7.26626
-1.73898,7.49705
-1.73829,7.76388
-1.7376,8.05217
-1.73691,8.34702
-1.73622,8.63364
-1.73553,8.89805
-1.73484,9.12733
-1.73415,9.31026
-1.73346,9.43759
-1.73278,9.50235
-1.73209,9.50009
-1.7314,9.42903
-1.73071,9.29002
-1.73002,9.08651
-1.72933,8.82448
-1.72864,8.51205
-1.72795,8.15928
-1.72726,7.77781
-1.72657,7.38034
-1.72589,6.98027
-1.7252,6.59122
-1.72451,6.22648
-1.72382,5.89868
-1.72313,5.61929
-1.72244,5.39826
-1.72175,5.24374
-1.72106,5.1618
-1.72037,5.1563
-1.71969,5.22877
-1.719,5.37843
-1.71831,5.60224
-1.71762,5.89511
-1.71693,6.25003
-1.71624,6.65844
-1.71555,7.11055
-1.71486,7.59558
-1.71417,8.10232
-1.71348,8.61941
-1.7128,9.13573
-1.71211,9.6408
-1.71142,10.1251
-1.71073,10.5801
-1.71004,10.9992
-1.70935,11.3768
-1.70866,11.7094
-1.70797,11.995
-1.70728,12.2334
-1.7066,12.4258
-1.70591,12.575
-1.70522,12.6849
-1.70453,12.7603
-1.70384,12.8065
-1.70315,12.8295
-1.70246,12.8351
-1.70177,12.8288
-1.70108,12.8157
-1.70039,12.8003
-1.69971,12.7858
-1.69902,12.7745
-1.69833,12.7675
-1.69764,12.7646
-1.69695,12.7643
-1.69626,12.7642
-1.69557,12.7606
-1.69488,12.7491
-1.69419,12.7249
-1.6935,12.6825
-1.69282,12.6165
-1.69213,12.5218
-1.69144,12.3937
-1.69075,12.2281
-1.69006,12.0221
-1.68937,11.7741
-1.68868,11.4835
-1.68799,11.1514
-1.6873,10.7806
-1.68662,10.375
-1.68593,9.94017
-1.68524,9.48304
-1.68455,9.0116
-1.68386,8.53473
-1.68317,8.062
-1.68248,7.60326
-1.68179,7.16843
-1.6811,6.76707
-1.68041,6.40813
-1.67973,6.09962
-1.67904,5.84827
-1.67835,5.65942
-1.67766,5.53665
-1.67697,5.4818
-1.67628,5.49472
-1.67559,5.57342
-1.6749,5.71396
-1.67421,5.91063
-1.67353,6.15613
-1.67284,6.44173
-1.67215,6.75755
-1.67146,7.0929
-1.67077,7.43654
-1.67008,7.7771
-1.66939,8.10335
-1.6687,8.40462
-1.66801,8.67105
-1.66732,8.89392
-1.66664,9.0659
-1.66595,9.18125
-1.66526,9.23598
-1.66457,9.22793
-1.66388,9.15684
-1.66319,9.02425
-1.6625,8.83353
-1.66181,8.5896
-1.66112,8.29889
-1.66044,7.96894
-1.65975,7.60836
-1.65906,7.22627
-1.65837,6.83225
-1.65768,6.43588
-1.65699,6.04651
-1.6563,5.67298
-1.65561,5.32329
-1.65492,5.00454
-1.65423,4.72256
-1.65355,4.48196
-1.65286,4.28589
-1.65217,4.13614
-1.65148,4.03305
-1.65079,3.97564
-1.6501,3.96164
-1.64941,3.98776
-1.64872,4.04972
-1.64803,4.14252
-1.64734,4.26069
-1.64666,4.39837
-1.64597,4.54971
-1.64528,4.70892
-1.64459,4.87054
-1.6439,5.02964
-1.64321,5.18186
-1.64252,5.32359
-1.64183,5.45204
-1.64114,5.56528
-1.64046,5.66222
-1.63977,5.7426
-1.63908,5.80689
-1.63839,5.85629
-1.6377,5.89256
-1.63701,5.91788
-1.63632,5.93475
-1.63563,5.9459
-1.63494,5.95402
-1.63425,5.96179
-1.63357,5.97167
-1.63288,5.98583
-1.63219,6.00608
-1.6315,6.03383
-1.63081,6.07003
-1.63012,6.1152
-1.62943,6.16944
-1.62874,6.23243
-1.62805,6.30357
-1.62737,6.38195
-1.62668,6.4665
-1.62599,6.55604
-1.6253,6.6494
-1.62461,6.7454
-1.62392,6.84304
-1.62323,6.94146
-1.62254,7.04005
-1.62185,7.1384
-1.62116,7.23635
-1.62048,7.33394
-1.61979,7.43143
-1.6191,7.52918
-1.61841,7.62761
-1.61772,7.72714
-1.61703,7.82814
-1.61634,7.93074
-1.61565,8.03491
-1.61496,8.14025
-1.61428,8.24603
-1.61359,8.35109
-1.6129,8.45391
-1.61221,8.55248
-1.61152,8.64448
-1.61083,8.72721
-1.61014,8.79769
-1.60945,8.85285
-1.60876,8.8895
-1.60807,8.90451
-1.60739,8.89499
-1.6067,8.85834
-1.60601,8.79245
-1.60532,8.69576
-1.60463,8.5674
-1.60394,8.40733
-1.60325,8.21626
-1.60256,7.99582
-1.60187,7.74847
-1.60119,7.47757
-1.6005,7.18715
-1.59981,6.88202
-1.59912,6.56747
-1.59843,6.2492
-1.59774,5.93316
-1.59705,5.62531
-1.59636,5.3315
-1.59567,5.05722
-1.59498,4.80741
-1.5943,4.58638
-1.59361,4.39755
-1.59292,4.24341
-1.59223,4.12541
-1.59154,4.04392
-1.59085,3.99824
-1.59016,3.98662
-1.58947,4.00636
-1.58878,4.05392
-1.58809,4.12511
-1.58741,4.21525
-1.58672,4.31934
-1.58603,4.43241
-1.58534,4.54965
-1.58465,4.66667
-1.58396,4.77974
-1.58327,4.88597
-1.58258,4.98345
-1.58189,5.07148
-1.58121,5.1505
-1.58052,5.22222
-1.57983,5.28962
-1.57914,5.35675
-1.57845,5.42877
-1.57776,5.51159
-1.57707,5.61179
-1.57638,5.73623
-1.57569,5.89185
-1.575,6.08533
-1.57432,6.3227
-1.57363,6.60911
-1.57294,6.94849
-1.57225,7.34327
-1.57156,7.79415
-1.57087,8.29996
-1.57018,8.85748
-1.56949,9.46144
-1.5688,10.1045
-1.56812,10.7775
-1.56743,11.4693
-1.56674,12.1673
-1.56605,12.8577
-1.56536,13.526
-1.56467,14.1568
-1.56398,14.7352
-1.56329,15.2464
-1.5626,15.6768
-1.56191,16.0139
-1.56123,16.2473
-1.56054,16.3686
-1.55985,16.372
-1.55916,16.2545
-1.55847,16.0161
-1.55778,15.6597
-1.55709,15.1915
-1.5564,14.6204
-1.55571,13.9582
-1.55503,13.219
-1.55434,12.4193
-1.55365,11.5769
-1.55296,10.711
-1.55227,9.8411
-1.55158,8.98702
-1.55089,8.16786
-1.5502,7.4016
-1.54951,6.70457
-1.54882,6.0909
-1.54814,5.57212
-1.54745,5.15684
-1.54676,4.85045
-1.54607,4.65497
-1.54538,4.56903
-1.54469,4.58789
-1.544,4.70369
-1.54331,4.90558
-1.54262,5.18031
-1.54193,5.51243
-1.54125,5.88503
-1.54056,6.28022
-1.53987,6.67969
-1.53918,7.06546
-1.53849,7.42038
-1.5378,7.72879
-1.53711,7.97694
-1.53642,8.15365
-1.53573,8.25053
-1.53505,8.2623
-1.53436,8.18705
-1.53367,8.02624
-1.53298,7.78466
-1.53229,7.4703
-1.5316,7.09405
-1.53091,6.6694
-1.53022,6.21185
-1.52953,5.73855
-1.52884,5.2676
-1.52816,4.81751
-1.52747,4.40648
-1.52678,4.05188
-1.52609,3.76964
-1.5254,3.57366
-1.52471,3.47535
-1.52402,3.48333
-1.52333,3.60303
-1.52264,3.83655
-1.52196,4.18263
-1.52127,4.63662
-1.52058,5.1907
-1.51989,5.83411
-1.5192,6.55353
-1.51851,7.33355
-1.51782,8.15709
-1.51713,9.00611
-1.51644,9.86208
-1.51575,10.7066
-1.51507,11.5222
-1.51438,12.2925
-1.51369,13.0029
-1.513,13.6414
-1.51231,14.1982
-1.51162,14.6665
-1.51093,15.0427
-1.51024,15.3258
-1.50955,15.5182
-1.50887,15.6248
-1.50818,15.6531
-1.50749,15.6127
-1.5068,15.515
-1.50611,15.3725
-1.50542,15.1984
-1.50473,15.006
-1.50404,14.8082
-1.50335,14.617
-1.50266,14.4428
-1.50198,14.2944
-1.50129,14.1781
-1.5006,14.0981
-1.49991,14.0558
-1.49922,14.05
-1.49853,14.0771
-1.49784,14.1309
-1.49715,14.2033
-1.49646,14.2845
-1.49577,14.3632
-1.49509,14.4274
-1.4944,14.465
-1.49371,14.464
-1.49302,14.4134
-1.49233,14.3036
-1.49164,14.127
-1.49095,13.878
-1.49026,13.5541
-1.48957,13.1554
-1.48889,12.6852
-1.4882,12.1498
-1.48751,11.5587
-1.48682,10.9239
-1.48613,10.2601
-1.48544,9.58368
-1.48475,8.91288
-1.48406,8.26664
-1.48337,7.6642
-1.48268,7.12437
-1.482,6.6649
-1.48131,6.30172
-1.48062,6.04838
-1.47993,5.91549
-1.47924,5.91019
-1.47855,6.03588
-1.47786,6.29185
-1.47717,6.67329
-1.47648,7.17116
-1.4758,7.7725
-1.47511,8.46066
-1.47442,9.21569
-1.47373,10.015
-1.47304,10.8339
-1.47235,11.6465
-1.47166,12.4262
-1.47097,13.147
-1.47028,13.7839
-1.46959,14.314
-1.46891,14.7172
-1.46822,14.9769
-1.46753,15.0805
-1.46684,15.0202
-1.46615,14.7931
-1.46546,14.4014
-1.46477,13.8527
-1.46408,13.1596
-1.46339,12.3394
-1.46271,11.4141
-1.46202,10.4093
-1.46133,9.35374
-1.46064,8.27852
-1.45995,7.21608
-1.45926,6.19927
-1.45857,5.26042
-1.45788,4.43028
-1.45719,3.73713
-1.4565,3.20583
-1.45582,2.85707
-1.45513,2.70667
-1.45444,2.76496
-1.45375,3.03649
-1.45306,3.51977
-1.45237,4.20715
-1.45168,5.08509
-1.45099,6.13431
-1.4503,7.33035
-1.44962,8.64426
-1.44893,10.0432
-1.44824,11.4916
-1.44755,12.9517
-1.44686,14.3852
-1.44617,15.7537
-1.44548,17.0202
-1.44479,18.1499
-1.4441,19.1116
-1.44341,19.8779
-1.44273,20.4266
-1.44204,20.741
-1.44135,20.8106
-1.44066,20.6312
-1.43997,20.2052
-1.43928,19.5415
-1.43859,18.6554
-1.4379,17.5678
-1.43721,16.3052
-1.43652,14.8986
-1.43584,13.3828
-1.43515,11.7955
-1.43446,10.176
-1.43377,8.56479
-1.43308,7.00184
-1.43239,5.52582
-1.4317,4.17305
-1.43101,2.97661
-1.43032,1.96535
-1.42964,1.16328
-1.42895,0.588905
-1.42826,0.254848
-1.42757,0.167457
-1.42688,0.326789
-1.42619,0.726621
-1.4255,1.35466
-1.42481,2.19294
-1.42412,3.21832
-1.42343,4.4032
-1.42275,5.71617
-1.42206,7.12299
-1.42137,8.58743
-1.42068,10.0723
-1.41999,11.5403
-1.4193,12.9551
-1.41861,14.2823
-1.41792,15.4901
-1.41723,16.5503
-1.41655,17.439
-1.41586,18.1367
-1.41517,18.6296
-1.41448,18.909
-1.41379,18.9721
-1.4131,18.8215
-1.41241,18.4656
-1.41172,17.9179
-1.41103,17.1967
-1.41034,16.3248
-1.40966,15.3284
-1.40897,14.237
-1.40828,13.0821
-1.40759,11.8967
-1.4069,10.7143
-1.40621,9.56816
-1.40552,8.49044
-1.40483,7.51141
-1.40414,6.65866
-1.40346,5.95655
-1.40277,5.42558
-1.40208,5.08197
-1.40139,4.93723
-1.4007,4.99801
-1.40001,5.26592
-1.39932,5.7376
-1.39863,6.40477
-1.39794,7.25449
-1.39725,8.26956
